x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,angle0,angle1,angle2,angle3,angle4,dist01,dist02,dist03,dist04,dist12,dist13,dist14,dist23,dist24,dist34,label
0.0,0.0,0.0,0.058441221714019775,-0.019553303718566895,-0.04958585059375764,0.071096271276474,-0.08801394701004028,-0.07128691082925798,-0.022634059190750122,-0.12992197275161743,-0.08598172819347383,-0.09842923283576965,-0.1470460295677185,-0.10328369742364885,0.04921039938926697,-0.2773117423057556,-0.058018257525873196,0.06061092019081116,-0.39933890104293823,-0.0802423075410843,0.06571215391159058,-0.4753110408782959,-0.09497760390968324,0.07121488451957703,-0.545711487531662,-0.10750992005796434,-0.004563003778457642,-0.29427939653396606,-0.05778152650327684,-0.007851123809814453,-0.42972636222839355,-0.07601266509027482,-0.014023572206497192,-0.5161495804786682,-0.0967649087879181,-0.01998192071914673,-0.5906460881233215,-0.111664512810421,-0.04997217655181885,-0.2689732313156128,-0.061312826034736645,-0.08340060710906982,-0.3759574294090271,-0.09727774715156556,-0.1085691899061203,-0.4508475065231323,-0.12988246386976243,-0.12518294155597687,-0.5265072584152222,-0.15101581221551896,-0.08833526074886322,-0.21257233619689941,-0.06734861588211061,-0.09805634617805481,-0.21366161108016968,-0.10559912925691606,-0.09283891320228577,-0.16042733192443848,-0.11903187787265779,-0.08566080033779144,-0.11590296030044556,-0.12599790996046067,-2.806504925076336,-1.4889952698006115,-1.622775945908601,-1.854936353596809,1.5431373257311833,0.4332588994202836,0.45048306597346954,0.38040318759014524,0.03365893093729489,0.10166600029548563,0.19733450915427903,0.4575427308789155,0.12321138040552804,0.47926480430238977,0.4125019869973944,W
0.0,0.0,0.0,0.05994716286659241,-0.01970571279525757,-0.04176298493678132,0.07855796813964844,-0.08860647678375244,-0.06128861719901124,-0.012873977422714233,-0.13482093811035156,-0.07584530452425042,-0.09015892446041107,-0.14859533309936523,-0.09348202089006463,0.05273023247718811,-0.2842472791671753,-0.049200042729921734,0.06819421052932739,-0.4061424732208252,-0.06849164853031198,0.0750277042388916,-0.4817292094230652,-0.08211791107589761,0.0829748809337616,-0.5517261326313019,-0.09427172282869378,-0.0028697550296783447,-0.29971760511398315,-0.05366826394731561,-0.0042618513107299805,-0.43558669090270996,-0.06925049016410867,-0.009908974170684814,-0.5240525007247925,-0.08997436950141946,-0.01467829942703247,-0.6013938188552856,-0.10514784941608468,-0.049180179834365845,-0.27114641666412354,-0.061209939067907726,-0.07980170845985413,-0.378658652305603,-0.09634573349887887,-0.10272002220153809,-0.45538103580474854,-0.12965020129615823,-0.11861486732959747,-0.5336423516273499,-0.15110040793354074,-0.08806024491786957,-0.2112627625465393,-0.0704418231003956,-0.0957413911819458,-0.20917224884033203,-0.10655410925085107,-0.08968085050582886,-0.15409165620803833,-0.11819352546865503,-0.08355876803398132,-0.10902953147888184,-0.12413344869548837,-2.7999738593485386,-1.458201517327194,-1.6099194609641672,-1.8293908753374932,1.526793304395824,0.43873654520854055,0.4590466136007148,0.3860970696105638,0.04011252575848084,0.10955830725883767,0.20239923354667966,0.4729838653806452,0.12406881743170829,0.49715903938195355,0.4260574810190045,W
0.0,0.0,0.0,0.056694597005844116,-0.021431148052215576,-0.042847178118904594,0.07150954008102417,-0.09189081192016602,-0.06276576890297747,-0.020381391048431396,-0.13785576820373535,-0.0773317731792531,-0.09776504337787628,-0.15413594245910645,-0.09482315106936312,0.0473194420337677,-0.283996045589447,-0.04996614827462054,0.0600372850894928,-0.4054759740829468,-0.06993362231798983,0.06565511226654053,-0.4808380603790283,-0.08347634150334216,0.07233911752700806,-0.5503159463405609,-0.09524373634405947,-0.007430016994476318,-0.30062389373779297,-0.053217317151506904,-0.011556118726730347,-0.43580716848373413,-0.06974554731198168,-0.017993420362472534,-0.523282915353775,-0.09013958944626665,-0.022965192794799805,-0.5993534028530121,-0.10474379284926272,-0.052706360816955566,-0.2735803723335266,-0.05968961788960314,-0.08476178348064423,-0.38177406787872314,-0.09467782004423952,-0.10871343314647675,-0.4562079906463623,-0.12712296767779208,-0.12529946863651276,-0.5318873524665833,-0.14796744211264468,-0.09104771912097931,-0.21542644500732422,-0.06799673213311053,-0.09821407496929169,-0.21664762496948242,-0.10424534155674792,-0.09148937463760376,-0.15978360176086426,-0.1162797205025754,-0.08359880745410919,-0.11296546459197998,-0.12230996711798525,-2.789222376723975,-1.4771253085717249,-1.6227536775013762,-1.8447638296367965,1.498224017975864,0.43115428912706416,0.45145720138995404,0.37875357732562775,0.043539527880483264,0.10718014604919136,0.19849590376853485,0.46431894246641753,0.12257231321465688,0.49015269224239827,0.42099227223723634,W
0.0,0.0,0.0,0.05791613459587097,-0.021289527416229248,-0.04698413165147031,0.07170772552490234,-0.09160524606704712,-0.069697219150612,-0.019893169403076172,-0.13153833150863647,-0.08666142376000607,-0.09687890112400055,-0.14665591716766357,-0.10683819951350415,0.04816696047782898,-0.27939844131469727,-0.057563442009040955,0.0614965558052063,-0.402049720287323,-0.08184061499173367,0.06735694408416748,-0.47984302043914795,-0.09764588923985684,0.07288137078285217,-0.5493022799491882,-0.11054311247403348,-0.007590591907501221,-0.29471075534820557,-0.06053034143383229,-0.012491345405578613,-0.4330374002456665,-0.08098259122903073,-0.017205238342285156,-0.5206083059310913,-0.10297278614575589,-0.021173328161239624,-0.5943056643009186,-0.11836931409175122,-0.05356329679489136,-0.2671966552734375,-0.06716908069188321,-0.08612266182899475,-0.3765276074409485,-0.10581261219317639,-0.11022569239139557,-0.45211267471313477,-0.14050289543206418,-0.12695160508155823,-0.527504026889801,-0.16281301827962125,-0.0917159914970398,-0.20888787508010864,-0.0759072929793092,-0.09870205819606781,-0.2072426676750183,-0.11622385980422223,-0.09159383177757263,-0.15356695652008057,-0.13123097570473874,-0.0840180516242981,-0.11045277118682861,-0.13929082007939542,-2.825966396248252,-1.4794835008369316,-1.6161023087162334,-1.8455932897855354,1.4927519702990797,0.43696984264257843,0.45400620027273536,0.38203357208790456,0.03841964639040348,0.1042669218715759,0.20101836254249789,0.4660539883883215,0.12510596560131745,0.4879170845973968,0.41925533973450296,W
0.0,0.0,0.0,0.05705922842025757,-0.025347411632537842,-0.04651821830395875,0.07147195935249329,-0.09694290161132812,-0.06706795894626794,-0.021816760301589966,-0.13819646835327148,-0.08122835361484704,-0.10022477805614471,-0.15327924489974976,-0.09819263273004708,0.0470254123210907,-0.28468066453933716,-0.05440334283832726,0.05891534686088562,-0.4063577950000763,-0.07638453745369134,0.06356474757194519,-0.4828287959098816,-0.0910485615683001,0.06757491827011108,-0.5525488555431366,-0.10371451878074822,-0.008204609155654907,-0.2995363473892212,-0.05693556048993287,-0.013173848390579224,-0.43583136796951294,-0.07426372223619637,-0.020025163888931274,-0.5215029716491699,-0.09556219034914193,-0.026629924774169922,-0.5960526466369629,-0.1113512297821444,-0.05415275692939758,-0.2713150382041931,-0.06323359959844765,-0.08675156533718109,-0.37675386667251587,-0.09892156773332772,-0.11060138046741486,-0.45087599754333496,-0.13386245125059304,-0.12767496705055237,-0.5283706784248352,-0.15745659225706277,-0.09269429743289948,-0.21193921566009521,-0.07170072251085458,-0.10071933269500732,-0.20812153816223145,-0.11053492182020364,-0.0940878689289093,-0.15411478281021118,-0.12596556597475228,-0.08689321577548981,-0.11175060272216797,-0.1349805896830958,-2.8245455693026282,-1.4942313003793322,-1.6328558333976335,-1.8493755690892841,1.5129592971907546,0.43309694073094696,0.4488479561227153,0.3760945311749857,0.043616036889619,0.1037647931262473,0.1967412055632886,0.4670797620594884,0.12161804713817509,0.4880370211186419,0.4186113217718284,W
0.0,0.0,0.0,0.05893903970718384,-0.02218848466873169,-0.04308503676304554,0.07250794768333435,-0.0921100378036499,-0.06267808560380672,-0.01731368899345398,-0.13437813520431519,-0.07689456079253887,-0.09049490094184875,-0.15061253309249878,-0.0940133873010609,0.049569278955459595,-0.2813999056816101,-0.05034791488299106,0.06435742974281311,-0.40469056367874146,-0.07159269783744548,0.07054099440574646,-0.4818613529205322,-0.08541845712909435,0.07610803842544556,-0.551468551158905,-0.09695442203531002,-0.004902154207229614,-0.29518139362335205,-0.05388523075828289,-0.008199572563171387,-0.43310022354125977,-0.07188163880357479,-0.013815850019454956,-0.5207889676094055,-0.09227457825193142,-0.018264710903167725,-0.5958245992660522,-0.10642542127618526,-0.05006140470504761,-0.26759475469589233,-0.06096130419621204,-0.0799284279346466,-0.37577593326568604,-0.09826322827586864,-0.10471741855144501,-0.4526727795600891,-0.13215416852483486,-0.12115626037120819,-0.531334787607193,-0.1535379457856152,-0.08875930309295654,-0.20913243293762207,-0.06982877288112377,-0.09715746343135834,-0.20956772565841675,-0.10847392115840648,-0.09097146987915039,-0.15384900569915771,-0.12210837934264873,-0.08276122808456421,-0.10842186212539673,-0.12903878275403713,-2.7970070095828268,-1.4728440878056626,-1.615213654813301,-1.83410187376378,1.5113090446995037,0.43409916681085364,0.4510332407035523,0.3819549110101976,0.04289361738671346,0.10427691412544215,0.1982891121935134,0.47066953641061443,0.12143148998397968,0.4916515319824938,0.42465223541606817,W
0.0,0.0,0.0,0.059982627630233765,-0.019410014152526855,-0.04552215404680737,0.0749535858631134,-0.0868908166885376,-0.06771349228790768,-0.013246595859527588,-0.13155239820480347,-0.08462686903646954,-0.08677329123020172,-0.14848089218139648,-0.10428976334503659,0.05354240536689758,-0.28246772289276123,-0.05309599332383641,0.06817036867141724,-0.4033980369567871,-0.0748242891567088,0.07448503375053406,-0.4791577160358429,-0.0899995348589755,0.08102118968963623,-0.5480059087276459,-0.10299430109432706,-0.0010587871074676514,-0.2979329228401184,-0.05583357132843503,-0.0025977492332458496,-0.43197131156921387,-0.07335367120674618,-0.007474362850189209,-0.5186974704265594,-0.09460078246763715,-0.01101657748222351,-0.5941757261753082,-0.11026278950146207,-0.04703634977340698,-0.26953446865081787,-0.06212190978101262,-0.07681681215763092,-0.3753424286842346,-0.09727727688721188,-0.10157142579555511,-0.4504372477531433,-0.13011553950479993,-0.1181347519159317,-0.5254875123500824,-0.15174952216318616,-0.08664359152317047,-0.20996254682540894,-0.07074941016605862,-0.09271253645420074,-0.20860648155212402,-0.10794907875231274,-0.08710172772407532,-0.15735578536987305,-0.12185168333223828,-0.07955777645111084,-0.11521393060684204,-0.1294938779609538,-2.7777225767472906,-1.4676800033375759,-1.604397286719652,-1.8417443902095985,1.496149862090573,0.43333038974140586,0.45208734192272365,0.3783087797915327,0.03404048157606118,0.10296894011852278,0.2004249666389331,0.4616215990316631,0.1272492593790246,0.48384119044399454,0.4120832378445412,W
0.0,0.0,0.0,0.06262907385826111,-0.02084648609161377,-0.03944554397332922,0.08086353540420532,-0.08817654848098755,-0.059074731855275786,-0.006821811199188232,-0.13314050436019897,-0.07465194383132712,-0.080624520778656,-0.1485956907272339,-0.09319533625114218,0.05907943844795227,-0.285788357257843,-0.0471040628241326,0.07578486204147339,-0.40916648507118225,-0.06634919562804953,0.08271017670631409,-0.48533549904823303,-0.07942873456943289,0.09027785062789917,-0.5526343286037445,-0.09090728530156866,0.0036922991275787354,-0.3005433678627014,-0.052843867181422866,0.003572016954421997,-0.43730998039245605,-0.06853579202163473,-0.0009431838989257812,-0.5249221324920654,-0.08838986822831885,-0.00368538498878479,-0.599884420633316,-0.10282276788223044,-0.04250273108482361,-0.27148008346557617,-0.06174658456313864,-0.071196049451828,-0.38037627935409546,-0.09702582874763266,-0.09554454684257507,-0.45833343267440796,-0.13035974869001166,-0.1111714243888855,-0.5356271266937256,-0.1517738051103379,-0.0817655622959137,-0.2105647325515747,-0.07229774662721411,-0.0881090760231018,-0.20666074752807617,-0.10892145553100363,-0.0822853147983551,-0.15329229831695557,-0.12214946964252249,-0.07476434111595154,-0.10886275768280029,-0.12918574580419317,-2.783576164095899,-1.454409281517082,-1.595437754171851,-1.8251305629910872,1.5020642015779895,0.43869675340659886,0.4578003367804976,0.3882350393079651,0.040162764770277186,0.10517443056351408,0.20216591038450646,0.4734681955667736,0.1252287845918778,0.4961395887155323,0.4283144900300894,W
0.0,0.0,0.0,0.06030985713005066,-0.015409469604492188,-0.038891289424668685,0.07483062148094177,-0.07939088344573975,-0.06019612778402461,-0.010952025651931763,-0.1242595911026001,-0.0779171772716154,-0.08170013129711151,-0.14758294820785522,-0.09903899956918849,0.06076839566230774,-0.2795214056968689,-0.04766302187420024,0.07832622528076172,-0.3985621929168701,-0.06754697490907802,0.08564868569374084,-0.47431856393814087,-0.08223679293371333,0.09312078356742859,-0.5434355437755585,-0.0955764390943159,0.006470203399658203,-0.29603809118270874,-0.05366294462658061,0.007847040891647339,-0.4305749237537384,-0.07087048519827022,0.004361540079116821,-0.5170387625694275,-0.09237933535553111,0.0016838610172271729,-0.5904275178909302,-0.1085086204526533,-0.03999653458595276,-0.2669738531112671,-0.06244994331575526,-0.06509162485599518,-0.37703314423561096,-0.09933355827308787,-0.08638425171375275,-0.45603740215301514,-0.1342065819022764,-0.1020292341709137,-0.5323945879936218,-0.15724876899696483,-0.08056491613388062,-0.20692408084869385,-0.07262701172805919,-0.0860355794429779,-0.19801020622253418,-0.11246393997646464,-0.08346164226531982,-0.14761817455291748,-0.1285908706901182,-0.07983982563018799,-0.10764926671981812,-0.13780026514507426,-2.730739047689285,-1.4488181141020933,-1.5870534348100358,-1.8003898055203549,1.5634925849870922,0.4327373680325775,0.4506264562495921,0.3853482457962722,0.039976989060738245,0.10280542999623754,0.1954620989548971,0.4688550432746918,0.1188453914376585,0.48961306282453626,0.4253245323225242,W
0.0,0.0,0.0,0.06308242678642273,-0.020251870155334473,-0.03944810843256619,0.08280506730079651,-0.0855947732925415,-0.06024564048436787,-0.004646569490432739,-0.13010931015014648,-0.07712925216344502,-0.0794958770275116,-0.14570295810699463,-0.09780743708995487,0.06352901458740234,-0.2805604934692383,-0.05169004937795307,0.0810321569442749,-0.40228649973869324,-0.07287351777938511,0.08823135495185852,-0.4792267084121704,-0.08738470068362858,0.09489604830741882,-0.5467370748519897,-0.09969223281530049,0.008387535810470581,-0.297499418258667,-0.057465955523525736,0.009986788034439087,-0.43569183349609375,-0.07340645035890248,0.006386399269104004,-0.5221800804138184,-0.09310459336427357,0.003998667001724243,-0.5950251817703247,-0.10799881061700489,-0.038602352142333984,-0.2703195810317993,-0.06610618522552159,-0.06264318525791168,-0.3787310719490051,-0.10028035929587986,-0.08222399652004242,-0.45778119564056396,-0.13387523582366612,-0.09497334063053131,-0.5342319905757904,-0.15638521304515507,-0.07866233587265015,-0.21186542510986328,-0.07640781244424488,-0.08545617759227753,-0.20328593254089355,-0.11250971993592884,-0.0809425562620163,-0.1517764925956726,-0.12662938228038456,-0.07612824440002441,-0.1096731424331665,-0.13485783329394962,-2.786904751852264,-1.4534943691762734,-1.5855464797272294,-1.7812314136382978,1.5460041195079246,0.43731099507725885,0.45701400368086054,0.38883719080191054,0.03618685627411902,0.1029275240059207,0.19028074518570035,0.46933377218935235,0.11615192805276396,0.491921664515319,0.4249768854751146,W
